headline,published,ticker
"Приобретение облигаций их эмитентом . Досрочное погашение ценных бумаг или приобретение их эмитентом.  ПАО ""СЕГЕЖА ГРУПП""",2024-01-29 22:51:00,SGZH
"Акции ""СПБ Биржи"" падают примерно на 5% после обвала на 14%",2024-01-29 22:53:57,SPBE
Ритейлеры планируют привезти в Россию очки смешанной реальности от Apple,2024-01-30 00:30:00,MVID
Банки ожидают снижения спроса россиян на золото в случае ввода ограничений на его вывоз,2024-01-30 03:30:00,SBER
Банки ожидают снижения спроса россиян на золото в случае ввода ограничений на его вывоз,2024-01-30 03:30:00,SBERP
Акционеры МТС банка рассмотрят дробление акций в рамках подготовки к потенциальному IPO - ИНТЕРФАКС,2024-01-30 06:26:00,MTSS
Китай рассматривает возможность запуска центра БРИКС по развитию ИИ,2024-01-30 06:45:16,MRKP
Китай рассматривает возможность запуска центра БРИКС по развитию ИИ,2024-01-30 06:45:16,MRKC
Wildberries откроет распределительный центр в Ленобласти за 9 млрд рублей,2024-01-30 08:07:11,MRKP
Wildberries откроет распределительный центр в Ленобласти за 9 млрд рублей,2024-01-30 08:07:11,MRKC
Отгрузки Positive Technologies в 2023 году выросли на 75%,2024-01-30 09:00:00,POSI
Парламент Турции рассматривает законопроект об экспорте СПГ – CМИ,2024-01-30 09:30:50,GAZP
"""Газпром"" подает газ через Украину на ГИС ""Суджа"", 42,4 млн кубометров на 30 января",2024-01-30 10:04:53,GAZP
Роскачество предложило категории классификации детских игрушек по возрасту ребенка,2024-01-30 10:33:26,DSKY
"КИВИ (QIWI)  Сведения, оказывающие, по мнению эмитента, существенное влияние на стоимость его эмиссионных ценных бумаг",2024-01-30 10:49:00,QIWI
СПБ биржа выпустила цифровые права на зеленые сертификаты,2024-01-30 11:07:00,SPBE
"АФК ""Система"" планирует 13 февраля собрать заявки на облигации от 5 млрд руб - источник",2024-01-30 11:10:19,AFKS
Цена Polymetal на MOEX и AIX,2024-01-30 11:21:00,POLY
"Инвестиции ""Евраза"" в экологические проекты на 2024 год оцениваются в 10 млрд руб",2024-01-30 12:00:00,TRMK
Северсталь закрыла СВО-гэп в преддверии отчета за 2023 год и возможного анонса дивидендов,2024-01-30 12:32:00,CHMF
Быстринский ГОК по итогам 2023 г нарастил переработку руды до рекордных 11 млн тонн,2024-01-30 12:41:35,GMKN
"Segezha Group выкупила по оферте 96% выпуска облигаций на 8,7 млрд рублей",2024-01-30 13:36:38,SGZH
ФАС РФ предлагает отключать от торгов топливных трейдеров за применение роботов на бирже,2024-01-30 13:38:29,MTSS
"Представитель ЦБ видит ""лукавство"" в заявлениях банков об убыточности льготной ипотеки",2024-01-30 13:45:05,VTBR
"Биржевая цена бензина Аи-92 в РФ выросла на 1,4%, до почти 50 тыс руб за тонну",2024-01-30 14:10:34,MTSS
АСВ заинтересовалось опытом индонезийских коллег по страхованию исламских финансов,2024-01-30 15:57:00,SBER
АСВ заинтересовалось опытом индонезийских коллег по страхованию исламских финансов,2024-01-30 15:57:00,SBERP
"""Эксперт РА"" и АКРА присвоили ""Северстали"" кредитный рейтинг ""ААА"", прогноз стабильный",2024-01-30 15:58:39,CHMF
Ozon и Wildberries указали на риски предпринимателей из-за идеи сенаторов,2024-01-30 16:06:11,OZON
"Суд исключил предприятие литовской ""дочки"" ""Интер РАО"" из санкционного списка",2024-01-30 16:33:59,IRAO
"""Мечел"" в конце 2023 года продал порт Камбарка в Удмуртии - один из крупнейших в Камском речном бассейне.",2024-01-30 16:34:00,MTLRP
"""Мечел"" в конце 2023 года продал порт Камбарка в Удмуртии - один из крупнейших в Камском речном бассейне.",2024-01-30 16:34:00,MTLR
В работе Ozon произошел сбой,2024-01-30 16:43:50,OZON
"""Делимобиль"" планирует начать выплачивать дивиденды с 2024 года",2024-01-30 16:59:55,DELI
"Казахстан не получил СУГ с Оренбургского ГПЗ в янв, на который рассчитывал для насыщения рынка",2024-01-30 17:05:41,GAZP
"Процесс по миллиардному иску к МТС из-за ""голой вечеринки"" начнется 2 февраля",2024-01-30 17:19:18,MTSS
"""Тинькофф"" перестал владеть криптовалютным сервисом Aximetria",2024-01-30 18:30:00,TCSG
Дистрибьюторы готовы к продажам алкоголя в аэропортах на внутренних авиарейсах в РФ,2024-01-30 18:31:42,ABRD
"Структура ""Ростеха"" просит запретить СП Airbus и Bombardier судиться с ней за рубежом",2024-01-30 19:14:32,VTBR
